city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,houseAge,pricePerSqFt
austin,12407 Old Salt Trl,78732,30.377628326416016,-97.88771057128906,1.98,0,True,True,False,True,False,False,Single Family,0,1993,359900.0,3,2018-07-28,7,2018,39,0,3,1,0,0,0,0,0,6708.0,2664.0,1,0,1,1,1.8666666666666665,8.333333333333334,1476,17,3.0,4,2,32,135.0975975975976
austin,2920 Majestic Oaks Pass,78732,30.372404098510746,-97.89832305908205,1.98,0,True,True,False,True,False,False,Single Family,0,1999,399000.0,1,2019-11-01,11,2019,1,0,0,1,0,0,0,0,0,10454.0,2149.0,1,0,1,1,1.9,8.666666666666666,1533,17,2.0,4,1,26,185.66775244299674
austin,3016 Centennial Olympic Park,78732,30.36897850036621,-97.89501953125,1.98,3,True,True,True,True,False,False,Single Family,3,2005,399000.0,1,2018-07-07,7,2018,40,0,2,2,0,0,0,0,0,8145.0,2668.0,1,0,1,1,1.9,8.666666666666666,1533,17,3.0,4,2,20,149.55022488755623
austin,1404 Cassiopeia Way,78732,30.35873794555664,-97.9069595336914,1.98,3,True,True,True,True,False,True,Single Family,3,2008,750000.0,3,2020-11-09,11,2020,40,0,3,2,3,2,0,0,0,9147.0,3056.0,1,0,1,1,2.233333333333333,8.666666666666666,1533,17,4.0,4,2,17,245.41884816753927
austin,12824 Majestic Oaks Dr,78732,30.37310028076172,-97.89905548095705,1.98,0,True,True,False,True,False,False,Single Family,0,1999,389900.0,2,2019-04-18,4,2019,40,0,3,1,0,0,0,0,0,7753.0,2208.0,1,0,1,1,2.0,8.666666666666666,1533,17,2.0,4,1,26,176.58514492753622
austin,13005 Bloomfield Hills Ln,78732,30.36778450012207,-97.90748596191406,1.98,2,True,True,True,True,True,True,Single Family,2,2006,600000.0,3,2020-09-25,9,2020,80,0,3,2,0,0,0,0,0,7535.0,3408.0,1,0,1,1,2.1,8.666666666666666,1533,17,3.0,4,2,19,176.05633802816902
austin,12709 Little Dipper Path,78732,30.35929870605469,-97.90675354003906,1.98,2,True,True,True,True,False,False,Single Family,2,2006,405000.0,9,2018-05-15,5,2018,34,0,3,2,0,0,0,0,0,9539.0,3381.0,1,0,1,1,2.2,8.666666666666666,1533,17,4.0,4,2,19,119.78704525288376
austin,3711 Caney Creek Rd,78732,30.37764358520508,-97.88872528076172,1.98,2,True,True,True,True,False,False,Single Family,2,1994,425000.0,3,2020-12-04,12,2020,40,0,3,2,2,2,0,0,0,6490.0,2410.0,1,0,1,1,1.9,8.333333333333334,1476,17,3.0,4,1,31,176.34854771784234
austin,1500 Sirius Cv,78732,30.36007499694824,-97.90690612792967,1.98,2,True,True,True,True,False,False,Single Family,2,2006,624900.0,2,2018-04-27,4,2018,35,0,3,2,0,0,0,0,0,12632.4,3615.0,1,0,1,1,2.1666666666666665,8.666666666666666,1533,17,4.0,4,2,19,172.86307053941908
austin,3806 Latimer Dr,78732,30.378068923950195,-97.8884735107422,1.98,2,True,True,True,True,False,True,Single Family,2,1990,490000.0,2,2020-07-14,7,2020,63,0,1,2,4,1,0,1,0,7666.0,2914.0,1,0,1,1,1.8666666666666665,8.333333333333334,1476,17,4.0,4,2,35,168.15374056280027
austin,1917 Lakecliff Hills Ln,78732,30.35455322265625,-97.88788604736328,1.98,0,True,True,False,True,False,False,Single Family,0,2008,699900.0,1,2019-12-06,12,2019,41,0,3,1,1,2,0,1,0,12632.4,3920.0,1,0,1,1,2.566666666666667,8.333333333333334,1533,17,4.0,4,2,17,178.54591836734693
austin,12609 Central Park Dr,78732,30.36965370178223,-97.89494323730467,1.98,0,True,True,False,True,False,False,Single Family,0,2006,379950.0,1,2018-09-06,9,2018,27,0,3,1,0,0,0,0,0,5488.0,2511.0,1,0,1,1,1.9,8.666666666666666,1533,17,4.0,4,2,19,151.3142174432497
austin,3229 Grimes Ranch Rd,78732,30.373550415039062,-97.8932876586914,1.98,2,True,True,True,True,False,True,Single Family,2,1997,450000.0,2,2019-02-08,2,2019,1,0,1,2,0,0,0,0,0,7143.0,2505.0,1,0,1,1,2.0,8.666666666666666,1533,17,3.0,4,2,28,179.64071856287424
austin,1401 Cassiopeia Way,78732,30.35827827453613,-97.9066925048828,1.98,0,True,True,False,True,True,False,Single Family,0,2008,650000.0,3,2019-04-12,4,2019,40,0,3,2,0,0,0,0,0,9321.0,3227.0,1,0,1,1,2.233333333333333,8.666666666666666,1533,17,4.0,4,2,17,201.42547257514718
austin,2425 Shire Ridge Dr,78732,30.36790466308593,-97.9013900756836,1.98,3,True,True,True,True,False,False,Single Family,3,2005,524900.0,8,2019-02-19,2,2019,40,0,3,2,0,0,0,0,0,9191.0,3313.0,1,0,1,1,1.7999999999999998,8.666666666666666,1533,17,4.0,4,2,20,158.43646242076667
austin,2713 Shire Ridge Dr,78732,30.37080955505371,-97.90381622314452,1.98,3,True,True,True,True,False,True,Single Family,3,2005,575000.0,1,2018-05-01,5,2018,40,0,1,2,0,0,0,0,0,13939.2,3715.0,1,0,1,1,1.9666666666666668,8.666666666666666,1533,17,4.0,4,2,20,154.7779273216689
austin,1317 Cassiopeia Way,78732,30.35801315307617,-97.90702056884766,1.98,2,True,True,True,True,False,True,Single Family,2,2008,419900.0,5,2019-09-19,9,2019,33,0,3,2,2,1,0,1,0,9104.0,2946.0,1,0,1,1,2.266666666666667,8.666666666666666,1533,17,4.0,4,2,17,142.53224711473183
austin,13204 Coleto Creek Trl,78732,30.369558334350582,-97.90756225585938,1.98,0,True,True,False,True,False,False,Single Family,0,2006,779000.0,1,2019-05-06,5,2019,1,0,0,1,0,0,0,0,0,13068.0,3906.0,1,0,1,1,2.1,8.666666666666666,1533,17,4.0,5,2,19,199.436763952893
austin,3113 Grimes Ranch Rd,78732,30.37234687805176,-97.89353942871094,1.98,2,True,True,True,True,False,True,Single Family,2,1998,460000.0,4,2020-06-19,6,2020,110,0,7,2,0,0,0,0,0,8712.0,2744.0,1,0,1,1,1.933333333333333,8.666666666666666,1533,17,3.0,4,2,27,167.6384839650146
austin,12708 Capella Trl,78732,30.362117767333984,-97.9069366455078,1.98,3,True,True,True,True,False,True,Single Family,3,2007,825000.0,3,2019-09-25,9,2019,41,0,4,2,2,0,0,1,0,11325.6,3800.0,1,0,1,1,2.1333333333333333,8.666666666666666,1533,17,4.0,4,2,18,217.10526315789474
austin,3705 Epperson Trl,78732,30.37748908996582,-97.89029693603516,1.98,2,True,True,True,True,False,False,Single Family,2,1994,445000.0,1,2018-05-18,5,2018,71,0,5,2,0,0,0,0,0,8276.0,3192.0,1,0,1,1,1.9,8.333333333333334,1476,17,4.0,5,2,31,139.4110275689223
austin,12528 Capella Trl,78732,30.361083984375,-97.90494537353516,1.98,2,True,True,True,True,False,False,Single Family,2,2008,599000.0,2,2018-10-02,10,2018,66,0,4,2,0,0,0,0,0,16117.2,3450.0,1,0,1,1,2.066666666666667,8.666666666666666,1533,17,4.0,4,2,17,173.6231884057971
austin,3702 Caney Creek Rd,78732,30.37666320800781,-97.88899230957033,1.98,3,True,True,True,True,False,True,Single Family,3,1998,449000.0,2,2020-07-17,7,2020,55,0,3,2,1,2,0,0,0,9931.0,2648.0,1,0,1,1,1.9,8.333333333333334,1476,17,3.0,3,2,27,169.5619335347432
austin,12412 Capitol Saddlery Trl,78732,30.35502052307129,-97.90335845947266,1.98,2,True,True,True,True,False,True,Single Family,2,2006,399000.0,2,2020-10-01,10,2020,89,0,2,2,0,0,1,0,0,8450.0,1917.0,1,0,1,1,2.3,8.666666666666666,1533,17,2.0,3,1,19,208.1377151799687
austin,3704 Caney Creek Rd,78732,30.37687873840332,-97.88905334472656,1.98,0,True,True,False,True,False,True,Single Family,0,1993,400000.0,1,2019-06-06,6,2019,37,0,4,1,0,1,0,1,0,7666.0,2282.0,1,0,1,1,1.9,8.333333333333334,1476,17,3.0,4,2,32,175.28483786152498
austin,1908 Mariachi Ct,78732,30.35735893249512,-97.90164947509766,1.98,0,True,True,False,True,True,False,Single Family,0,2004,650000.0,3,2019-03-05,3,2019,1,0,3,1,0,0,0,0,0,13068.0,3500.0,1,0,1,1,2.1333333333333333,8.666666666666666,1533,17,3.0,5,1,21,185.71428571428572
austin,2301 Golden Gate Park,78732,30.3664665222168,-97.89827728271484,1.98,2,True,True,True,True,False,True,Single Family,2,2006,425000.0,3,2018-01-26,1,2018,39,0,1,2,0,0,0,0,0,5924.0,2833.0,1,0,1,1,1.8,8.666666666666666,1533,17,3.0,4,2,19,150.01764913519239
austin,3710 Caney Creek Rd,78732,30.37739181518555,-97.88914489746094,1.98,2,True,True,True,True,False,True,Single Family,2,1989,450000.0,1,2020-07-17,7,2020,31,0,7,2,0,0,0,2,0,6011.0,2743.0,1,0,1,1,1.9,8.333333333333334,1476,17,3.0,4,2,36,164.05395552314982
austin,1101 Horseback Holw,78732,30.35415267944336,-97.9047622680664,1.98,2,True,True,True,True,False,False,Single Family,2,2004,560000.0,3,2020-06-09,6,2020,80,0,3,2,2,2,0,0,0,8276.0,3292.0,1,0,1,1,2.4,8.666666666666666,1533,17,3.0,5,2,21,170.1093560145808
austin,3712 Caney Creek Rd,78732,30.37755584716797,-97.88919830322266,1.98,2,True,True,True,True,False,True,Single Family,2,1988,269000.0,6,2019-09-17,9,2019,32,0,5,2,1,1,0,1,0,6359.0,2215.0,1,0,1,1,1.9,8.333333333333334,1476,17,2.0,4,1,37,121.44469525959369
austin,3219 Burks Ln,78732,30.373952865600582,-97.89488220214844,1.98,2,True,True,True,True,False,False,Single Family,2,1996,275000.0,5,2020-11-19,11,2020,1,0,2,2,3,2,0,0,0,10018.0,1870.0,1,0,1,1,2.0,8.666666666666666,1533,17,2.0,3,1,29,147.05882352941177
austin,2325 Golden Gate Park,78732,30.36600875854492,-97.89913177490234,1.98,2,True,True,True,True,False,True,Single Family,2,2006,410000.0,1,2020-06-01,6,2020,68,0,4,2,3,1,0,2,0,7318.0,2700.0,1,0,1,1,1.8,8.666666666666666,1533,17,3.0,4,2,19,151.85185185185185
austin,3704 Mira Vista Dr,78732,30.374475479125977,-97.88370513916016,1.98,2,True,True,True,True,False,True,Single Family,2,1998,600000.0,3,2020-09-02,9,2020,145,0,1,2,0,0,0,0,0,12632.4,3458.0,1,0,1,1,1.8333333333333333,8.333333333333334,1476,17,3.0,4,2,27,173.5106998264893
austin,12601 Rush Creek Ln,78732,30.352521896362305,-97.90625,1.98,0,True,True,False,True,False,False,Single Family,0,2005,524900.0,8,2018-04-06,4,2018,1,0,0,1,0,0,0,0,0,8276.0,3323.0,1,0,1,1,2.5,8.666666666666666,1533,17,4.0,4,2,20,157.95967499247666
austin,1217 Hawks Canyon Cir,78732,30.3505859375,-97.89501190185548,1.98,3,True,True,True,True,True,False,Single Family,3,2006,699000.0,3,2019-02-01,2,2019,38,0,1,2,0,0,0,0,0,11325.6,3857.0,1,0,1,1,2.566666666666667,8.333333333333334,1533,17,4.0,4,2,19,181.22893440497796
austin,1305 Sawdust Ct,78732,30.35669708251953,-97.90475463867188,1.98,0,True,True,False,True,False,True,Single Family,0,2006,475000.0,3,2019-08-27,8,2019,39,0,4,1,2,2,0,1,0,8058.0,3096.0,1,0,1,1,2.233333333333333,8.666666666666666,1533,17,3.0,4,2,19,153.4237726098191
austin,2925 Centennial Olympic Park,78732,30.36831474304199,-97.89432525634766,1.98,2,True,True,True,True,False,False,Single Family,2,2006,369000.0,4,2018-11-05,11,2018,53,0,4,2,0,0,0,0,0,7448.0,2575.0,1,0,1,1,1.9,8.666666666666666,1533,17,3.0,4,2,19,143.3009708737864
austin,12617 Grimes Ranch Ct,78732,30.37285423278809,-97.8947525024414,1.98,0,True,True,False,True,False,False,Single Family,0,1996,399900.0,4,2018-11-17,11,2018,13,0,3,1,0,0,0,0,0,9365.0,2841.0,1,0,1,1,1.9666666666666663,8.666666666666666,1533,17,3.0,4,2,29,140.76029567053854
austin,2909 Centennial Olympic Park,78732,30.36799240112305,-97.8948974609375,1.98,2,True,True,True,True,False,True,Single Family,2,2005,405000.0,1,2018-06-28,6,2018,33,0,9,2,0,0,0,0,0,5749.0,2557.0,1,0,1,1,1.866666666666667,8.666666666666666,1533,17,3.0,4,2,20,158.3887368009386
austin,11904 Mira Mesa Dr,78732,30.375593185424805,-97.87939453125,1.98,2,True,True,True,True,True,True,Single Family,2,1998,800000.0,5,2020-11-20,11,2020,44,0,4,2,1,1,0,0,0,13939.2,3398.0,1,0,1,1,1.8666666666666665,8.333333333333334,1476,17,4.0,4,2,27,235.43260741612713
austin,12951 Brigham Dr,78732,30.374914169311523,-97.90049743652344,1.98,2,True,True,True,True,False,True,Single Family,2,1999,485000.0,10,2020-03-20,3,2020,38,0,2,2,2,0,0,1,0,8842.0,3365.0,1,0,1,1,2.2,8.333333333333334,1476,17,4.0,5,2,26,144.13075780089153
austin,3300 Grimes Ranch Rd,78732,30.373794555664062,-97.89381408691406,1.98,0,True,True,False,True,False,False,Single Family,0,1996,394500.0,3,2019-07-17,7,2019,56,0,4,1,0,0,0,0,1,7840.0,2185.0,1,0,1,1,1.9666666666666668,8.666666666666666,1533,17,2.0,3,1,29,180.5491990846682
austin,12408 Capitol Saddlery Trl,78732,30.354921340942383,-97.90318298339844,1.98,2,True,True,True,True,False,True,Single Family,2,2006,495000.0,2,2019-07-19,7,2019,28,0,3,2,1,0,0,0,0,7797.0,3276.0,1,0,1,1,2.2666666666666666,8.666666666666666,1533,17,4.0,5,2,19,151.0989010989011
austin,3100 Burks Ln,78732,30.37170791625977,-97.89469146728516,1.98,0,True,True,False,True,False,False,Single Family,0,1997,459000.0,3,2018-07-28,7,2018,36,0,5,1,0,0,0,0,0,6882.0,2949.0,1,0,1,1,1.933333333333333,8.666666666666666,1533,17,3.0,4,2,28,155.64598168870805
austin,12516 Central Park Dr,78732,30.368492126464844,-97.8955307006836,1.98,2,True,True,True,True,False,False,Single Family,2,2005,350000.0,2,2020-02-26,2,2020,13,0,2,2,1,2,0,0,0,5880.0,1806.0,1,0,1,1,1.8333333333333333,8.666666666666666,1533,17,2.0,4,1,20,193.7984496124031
austin,3206 Cupid Dr,78735,30.23807144165039,-97.80648040771484,1.98,2,False,True,True,True,False,True,Single Family,2,1963,550000.0,1,2020-09-14,9,2020,21,0,7,2,2,3,0,1,0,9060.0,1458.0,1,0,1,1,3.4,5.666666666666668,1332,16,2.0,3,1,62,377.22908093278465
austin,3815 Sendero Dr,78735,30.256895065307614,-97.83416748046876,1.98,0,True,True,False,True,False,False,Single Family,0,1997,475000.0,1,2019-01-15,1,2019,34,0,2,1,0,0,0,0,0,8712.0,2382.0,1,0,1,1,3.4666666666666663,5.666666666666668,1332,16,3.0,4,2,28,199.41225860621327
austin,3202 Cupid Dr,78735,30.23785781860352,-97.8060302734375,1.98,1,False,True,True,True,False,True,Single Family,1,1963,350000.0,1,2020-05-15,5,2020,31,0,3,2,2,0,0,1,0,9147.0,1332.0,1,0,1,1,3.4,5.666666666666668,1332,16,2.0,3,1,62,262.76276276276275
austin,2504 Milfoil Cv,78704,30.25124168395996,-97.79241943359376,1.98,0,False,True,False,True,False,False,Single Family,0,1975,699000.0,1,2018-03-17,3,2018,29,0,5,1,0,0,0,0,0,14810.4,1718.0,1,0,1,1,1.7,6.0,1195,16,2.0,4,1,50,406.8684516880093
austin,4805 Woodside Dr,78735,30.24312973022461,-97.82693481445312,1.98,0,True,True,False,True,False,False,Single Family,0,1973,495000.0,2,2019-01-08,1,2019,22,0,3,1,0,0,0,0,0,9713.0,1960.0,1,0,1,1,3.466666666666667,5.666666666666668,1332,16,2.0,4,1,52,252.55102040816325
austin,4701 Fieldstone Dr,78735,30.24906349182129,-97.82721710205078,1.98,0,True,True,False,True,False,False,Single Family,0,1976,419997.0,5,2018-08-03,8,2018,31,0,3,1,0,0,0,0,0,7143.0,1962.0,1,0,1,1,3.4,5.666666666666668,1332,16,2.0,3,1,49,214.06574923547402
austin,3921 Gaines Ct,78735,30.24191856384277,-97.82086944580078,1.98,0,True,True,False,True,False,False,Single Family,0,1998,569900.0,1,2018-05-04,5,2018,1,0,1,1,0,0,0,0,0,6098.0,2913.0,1,0,1,1,3.4333333333333336,5.666666666666668,1332,16,4.0,4,2,27,195.64023343631993
austin,5814 Republic Of Texas Blvd,78735,30.25408935546875,-97.83409118652344,1.98,3,True,True,True,True,False,False,Single Family,3,1999,664997.0,2,2018-02-16,2,2018,40,0,3,2,0,0,0,0,0,8668.0,3199.0,1,0,1,1,3.466666666666667,5.666666666666668,1332,16,4.0,4,2,26,207.87652391372305
austin,4804 Travis Country Cir,78735,30.24290466308593,-97.8268814086914,1.98,0,True,True,False,True,False,False,Single Family,0,1974,539000.0,3,2019-07-16,7,2019,13,0,2,1,1,2,0,1,0,10202.0,1943.0,1,0,1,1,3.5,5.666666666666668,1332,16,2.0,4,1,51,277.40607308286155
austin,4408 Heights Dr,78746,30.275056838989247,-97.81963348388672,1.98,0,True,True,False,True,False,True,Single Family,0,1998,625000.0,4,2019-05-26,5,2019,35,0,6,1,0,1,0,1,0,12632.4,2839.0,0,1,1,0,0.35,9.5,1630,14,4.0,4,2,27,220.14793941528708
austin,3132 Eanes Cir,78746,30.266998291015625,-97.80226135253906,1.98,0,False,True,False,True,False,False,Single Family,0,1980,899900.0,2,2018-08-14,8,2018,33,0,3,1,0,0,0,0,0,10628.0,2673.0,0,1,1,0,0.6,9.0,1600,14,3.0,4,1,45,336.66292555181445
austin,2716 Bartons Bluff Ln,78746,30.254627227783203,-97.7961654663086,1.98,0,True,True,False,True,False,True,Single Family,0,1993,945000.0,1,2019-06-14,6,2019,21,0,5,1,0,2,0,0,0,14374.8,3232.0,1,0,1,0,1.9,8.5,1656,14,3.0,4,2,32,292.38861386138615
austin,4016 Gaines Ct,78735,30.24235343933105,-97.82195281982422,1.98,0,True,True,False,True,False,False,Single Family,0,1998,585000.0,3,2018-09-15,9,2018,25,0,4,1,0,0,0,0,0,5837.0,2538.0,1,0,1,1,3.4,5.666666666666668,1332,16,3.0,3,2,27,230.4964539007092
austin,2319 Farnswood Cir,78704,30.252063751220703,-97.79116821289062,1.98,0,False,True,False,True,False,False,Single Family,0,1974,720000.0,3,2019-07-08,7,2019,1,0,4,0,0,0,0,0,0,10890.0,1979.0,1,0,1,1,1.6333333333333335,6.0,1195,16,2.0,3,1,51,363.8201111672562
austin,1200 Shannon Oaks Trl,78746,30.27594566345215,-97.8195571899414,1.98,0,True,True,False,True,False,False,Single Family,0,1998,785000.0,1,2019-03-21,3,2019,40,0,3,1,0,0,0,0,0,11761.2,3295.0,0,1,1,0,0.3,9.5,1630,14,3.0,4,2,27,238.23975720789073
austin,4837 Trail Crest Cir,78735,30.24847221374512,-97.82672119140624,1.98,0,True,True,False,True,False,False,Single Family,0,1978,489000.0,1,2018-11-01,11,2018,1,0,4,1,0,0,0,0,0,8276.0,1667.0,1,0,1,1,3.3666666666666667,5.666666666666668,1332,16,2.0,3,1,47,293.34133173365325
austin,4703 Cap Rock Dr,78735,30.249757766723643,-97.82691192626952,1.98,2,True,True,True,True,False,False,Single Family,2,1977,285000.0,6,2018-09-29,9,2018,38,0,4,2,0,0,0,0,0,7143.0,1551.0,1,0,1,1,3.3666666666666667,5.666666666666668,1332,16,2.0,3,1,48,183.752417794971
austin,5801 Republic Of Texas Blvd,78735,30.25326919555664,-97.83560180664062,1.98,0,True,True,False,True,False,True,Single Family,0,1999,845000.0,5,2019-07-31,7,2019,57,0,4,1,0,2,0,0,0,9104.0,2742.0,1,0,1,1,3.5,5.666666666666668,1332,16,3.0,5,2,26,308.16921954777536
austin,3506 Pinnacle Rd,78746,30.27047348022461,-97.8095245361328,1.98,2,False,True,True,True,True,True,Single Family,2,1979,700000.0,1,2018-05-10,5,2018,27,0,7,2,0,0,0,0,0,10158.0,1892.0,0,1,1,0,0.35,9.0,1600,14,3.0,3,2,46,369.9788583509514
austin,1500 Spring Garden Rd,78746,30.27074813842773,-97.80935668945312,1.98,0,False,True,False,True,False,False,Single Family,0,1983,869000.0,2,2018-06-26,6,2018,31,0,2,1,0,0,0,0,0,14374.8,2554.0,0,1,1,0,0.35,9.0,1600,14,3.0,3,2,42,340.25058731401725
austin,3820 Gaines Ct,78735,30.242250442504886,-97.81902313232422,1.98,0,True,True,False,True,False,True,Single Family,0,2000,655000.0,1,2019-08-13,8,2019,1,0,3,1,3,0,0,0,0,5096.0,2529.0,1,0,1,1,3.4,5.666666666666668,1332,16,3.0,3,2,25,258.9956504547252
austin,1703 Surrey Hill Dr,78746,30.274253845214844,-97.82260131835938,1.98,0,True,True,False,True,False,False,Single Family,0,1981,745000.0,2,2019-05-06,5,2019,1,0,3,1,0,0,0,0,0,13503.6,2589.0,0,1,1,0,0.5,9.5,1630,14,3.0,4,2,44,287.75589030513714
austin,5815 Republic Of Texas Blvd,78735,30.25436210632324,-97.83470153808594,1.98,2,True,True,True,True,False,False,Single Family,2,1999,699999.0,3,2018-06-30,6,2018,28,0,3,2,0,0,0,0,0,8319.0,3505.0,1,0,1,1,3.5,5.666666666666668,1332,16,4.0,5,2,26,199.71440798858774
austin,4841 Canyonbend Cir,78735,30.242277145385746,-97.82624053955078,1.98,0,True,True,False,True,False,False,Single Family,0,1973,450000.0,3,2018-08-10,8,2018,30,0,2,1,0,0,0,0,0,8712.0,1456.0,1,0,1,1,3.466666666666667,5.666666666666668,1332,16,2.0,3,1,52,309.0659340659341
austin,2104 Matterhorn Ln,78704,30.252384185791016,-97.7883071899414,1.98,0,False,True,False,True,False,False,Single Family,0,1969,635000.0,1,2018-04-19,4,2018,21,0,2,1,0,0,0,0,0,10802.0,2445.0,1,0,1,1,1.5,6.0,1195,16,3.0,3,1,56,259.71370143149284
austin,1307 Darter Ln,78746,30.27153968811035,-97.80711364746094,1.98,2,False,True,True,True,True,False,Single Family,2,1980,439000.0,4,2020-11-13,11,2020,78,0,3,2,2,1,0,0,0,10105.0,2206.0,0,1,1,0,0.35,9.0,1600,14,2.0,4,1,45,199.00271985494106
austin,4225 Kachina Dr,78735,30.25388145446777,-97.83670043945312,1.98,0,True,True,False,True,False,False,Single Family,0,1997,559999.0,9,2019-02-22,2,2019,1,0,4,1,0,0,0,0,0,8276.0,2537.0,1,0,1,1,3.5333333333333337,5.666666666666668,1332,16,2.0,3,1,28,220.732755222704
austin,3307 Sanderling Trl,78746,30.27290153503418,-97.80299377441406,1.98,2,False,True,True,True,False,False,Single Family,2,1980,675000.0,1,2020-05-15,5,2020,23,0,5,2,1,1,0,1,0,7579.0,1585.0,0,1,1,0,0.5,9.0,1600,14,2.0,3,1,45,425.8675078864353
austin,2604 Sutherland St,78746,30.26044273376465,-97.81241607666016,1.98,2,True,True,True,True,False,False,Single Family,2,2018,669500.0,3,2019-03-15,3,2019,8,0,2,3,0,0,0,0,0,435.0,1961.0,0,1,1,0,0.85,9.0,1600,14,3.0,3,1,7,341.4074451810301
austin,5435 Moon Shadow Dr,78735,30.25553894042969,-97.83768463134766,1.98,4,True,True,True,True,False,False,Single Family,4,1998,566865.0,1,2019-05-17,5,2019,40,0,3,2,0,1,0,0,0,7100.0,2223.0,1,0,1,1,3.5666666666666664,5.666666666666668,1332,16,3.0,4,2,27,255.0
austin,3411 Rosefinch Trl,78746,30.27316474914551,-97.8057098388672,1.98,2,False,True,True,True,False,False,Single Family,2,1980,789000.0,10,2018-04-17,4,2018,1,0,5,2,0,0,0,0,0,12196.8,2588.0,0,1,1,0,0.45,9.0,1600,14,3.0,4,2,45,304.86862442040183
austin,4704 Cap Rock Dr,78735,30.25029182434082,-97.82696533203124,1.98,2,True,True,True,True,False,False,Single Family,2,1978,395000.0,4,2019-03-05,3,2019,33,0,8,2,0,0,0,0,0,7143.0,2005.0,1,0,1,1,3.3666666666666667,5.666666666666668,1332,16,2.0,3,2,47,197.0074812967581
austin,2903 Cedarview Dr,78704,30.24924468994141,-97.78650665283205,1.98,0,False,True,False,True,False,False,Single Family,0,1956,699900.0,1,2018-06-30,6,2018,30,0,0,0,0,0,0,0,0,9321.0,2162.0,1,0,1,1,1.6,6.0,1195,16,3.0,4,1,69,323.72802960222015
austin,4810 Canyonbend Cir,78735,30.242097854614247,-97.8249053955078,1.98,0,True,True,False,True,False,False,Single Family,0,1973,385000.0,7,2019-04-17,4,2019,24,0,4,1,0,0,0,0,0,7971.0,1540.0,1,0,1,1,3.466666666666667,5.666666666666668,1332,16,2.0,3,1,52,250.0
austin,2604 Watkins Way,78746,30.26011085510254,-97.81190490722656,1.98,2,True,True,True,True,False,False,Single Family,2,2019,669000.0,2,2019-10-17,10,2019,13,0,2,3,2,4,0,0,0,1258.0,1961.0,0,1,1,0,0.85,9.0,1600,14,3.0,3,2,6,341.15247322794494
austin,4816 Canyonbend Cir,78735,30.24154090881348,-97.82481384277344,1.98,0,True,True,False,True,False,True,Single Family,0,1974,510000.0,2,2019-10-21,10,2019,1,0,0,1,1,1,0,1,0,7710.0,1488.0,1,0,1,1,3.466666666666667,5.666666666666668,1332,16,2.0,3,1,51,342.741935483871
austin,1402 Shannon Oaks Trl,78746,30.27751350402832,-97.82350158691406,1.98,2,True,True,True,True,False,True,Single Family,2,1984,565000.0,4,2019-07-09,7,2019,1,0,7,2,0,0,0,0,0,12196.8,2704.0,0,1,1,0,0.45,9.5,1630,14,4.0,4,2,41,208.94970414201183
austin,4826 Canyonbend Cir,78735,30.241029739379886,-97.82560729980467,1.98,2,True,True,True,True,False,True,Single Family,2,1974,439997.0,3,2018-10-31,10,2018,25,0,1,2,0,0,0,0,0,10062.0,1608.0,1,0,1,1,3.5333333333333337,5.666666666666668,1332,16,2.0,3,1,51,273.6299751243781
austin,4108 Kachina Dr,78735,30.25551795959473,-97.83729553222656,1.98,2,True,True,True,True,False,True,Single Family,2,1998,495000.0,1,2018-12-15,12,2018,26,0,4,2,0,0,0,0,0,7318.0,1822.0,1,0,1,1,3.5333333333333337,5.666666666666668,1332,16,2.0,3,1,27,271.6794731064764
austin,1605 Barclay Dr,78746,30.27633857727051,-97.82472229003906,1.98,0,True,True,False,True,True,True,Single Family,0,1983,625000.0,4,2019-07-25,7,2019,36,0,5,1,0,0,0,0,0,14810.4,3070.0,0,1,1,0,0.5,9.5,1630,14,4.0,4,2,42,203.5830618892508
austin,2133 Barton Hills Dr,78704,30.25258445739746,-97.78599548339844,1.98,0,False,True,False,True,False,False,Single Family,0,1975,800000.0,1,2020-10-14,10,2020,1,0,0,1,0,0,0,0,0,13939.2,1513.0,1,0,1,1,1.4,6.0,1195,16,2.0,3,1,50,528.7508261731659
austin,1704 Stoneridge Rd,78746,30.26563262939453,-97.80530548095705,1.98,0,True,True,False,True,False,False,Single Family,0,1977,699900.0,1,2019-04-12,4,2019,18,0,3,1,0,0,0,0,0,9496.0,2170.0,0,1,1,0,0.55,9.0,1600,14,2.0,4,1,48,322.53456221198155
austin,3207 Thousand Oaks Dr,78746,30.266023635864247,-97.80506134033205,1.98,2,False,True,True,True,False,False,Single Family,2,1979,759000.0,1,2019-06-17,6,2019,12,0,2,3,0,0,0,0,0,10424.0,1912.0,0,1,1,0,0.55,9.0,1600,14,2.0,3,1,46,396.9665271966527
