city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,houseAge,pricePerSqFt
pflugerville,14424 Lake Victor Dr,78660,30.43063163757324,-97.66307830810548,1.98,2,True,True,True,True,False,False,Single Family,2,2012,305000.0,5,2019-09-02,9,2019,39,0,5,2,1,3,0,1,0,6011.0,2601.0,1,0,1,1,1.2666666666666668,2.6666666666666665,1063,14,3.0,4,2,13,117.26259131103421
pflugerville,1104 Strickling Dr,78660,30.43267250061035,-97.66169738769533,1.98,2,True,True,True,True,False,False,Single Family,2,2013,295000.0,1,2020-10-13,10,2020,29,0,1,2,0,0,0,0,0,6185.0,1768.0,1,0,1,1,1.4,2.6666666666666665,1063,14,2.0,4,1,12,166.8552036199095
pflugerville,1408 Fort Dessau Rd,78660,30.409748077392567,-97.6397705078125,1.98,0,True,True,False,True,False,False,Single Family,0,2018,256125.0,1,2019-07-31,7,2019,2,0,4,1,0,1,0,0,0,7840.0,1478.0,0,2,1,1,1.2,3.0,1108,14,2.0,3,1,7,173.2916102841678
pflugerville,1025 Strickling Dr,78660,30.432111740112305,-97.66165924072266,1.98,2,True,True,True,True,False,False,Single Family,2,2013,240000.0,4,2018-08-08,8,2018,9,0,0,2,0,0,0,0,0,6098.0,1678.0,1,0,1,1,1.4,2.6666666666666665,1063,14,2.0,3,1,12,143.0274135876043
pflugerville,15005 Donna Jane Loop,78660,30.437368392944336,-97.6568603515625,1.98,0,True,True,False,True,False,False,Single Family,0,2002,239900.0,3,2018-10-31,10,2018,27,0,0,1,0,0,0,0,0,6708.0,2132.0,1,0,1,1,1.1333333333333335,4.0,1223,14,3.0,3,2,23,112.5234521575985
pflugerville,14908 Spring Hill Ln,78660,30.437774658203125,-97.65618133544922,1.98,2,True,True,True,True,False,False,Single Family,2,2020,309045.0,2,2020-08-05,8,2020,2,0,3,1,2,2,0,0,0,5161.0,1446.0,1,0,1,1,1.0666666666666669,4.0,1223,14,2.0,3,1,5,213.7240663900415
pflugerville,14009 Cantata Ln,78660,30.414684295654297,-97.64339447021484,1.98,0,True,False,False,False,False,False,Single Family,0,2016,315000.0,2,2020-06-11,6,2020,36,0,3,1,0,0,0,0,0,12196.8,2432.0,1,0,1,1,1.2333333333333334,3.6666666666666665,1051,12,3.0,4,2,9,129.52302631578948
pflugerville,15009 Drusillas Dr,78660,30.43940353393555,-97.65803527832033,1.98,0,True,True,False,True,False,False,Single Family,0,2002,219900.0,2,2018-10-10,10,2018,21,0,3,1,0,0,0,0,0,5140.0,1422.0,1,0,1,1,1.1666666666666667,4.0,1223,14,3.0,3,2,23,154.64135021097047
pflugerville,1104 Traci Michelle Dr,78660,30.439096450805664,-97.657958984375,1.98,0,True,True,False,True,False,False,Single Family,0,2002,225000.0,1,2019-09-19,9,2019,16,0,2,1,1,1,0,0,0,3811.0,1870.0,1,0,1,1,1.1666666666666667,4.0,1223,14,2.0,3,2,23,120.32085561497327
del valle,6808 Plains Crest Dr,78617,30.160701751708984,-97.63812255859376,1.98,2,True,True,True,True,False,False,Single Family,2,2013,194800.0,1,2018-09-11,9,2018,23,0,3,2,0,0,0,0,0,5183.0,1422.0,1,0,1,1,1.2,3.0,1615,14,3.0,3,2,12,136.9901547116737
pflugerville,1100 Oblique Dr,78660,30.414934158325195,-97.6432876586914,1.98,2,True,True,True,True,False,False,Single Family,2,2016,279900.0,2,2020-08-28,8,2020,32,0,3,2,0,3,0,0,0,5401.0,1580.0,1,0,1,1,1.2,3.6666666666666665,1051,12,2.0,3,1,9,177.15189873417722
del valle,12612 Stoney Ridge Bnd,78617,30.159337997436523,-97.63335418701172,1.98,0,True,True,False,True,False,False,Single Family,0,2016,250000.0,1,2019-04-12,4,2019,37,0,4,1,0,0,0,0,0,4965.0,2281.0,1,0,1,1,1.2,3.0,1615,14,3.0,3,2,9,109.60105217010083
del valle,12813 Buenos Aires Pkwy,78617,30.167768478393555,-97.6234359741211,1.98,2,True,True,True,True,False,True,Single Family,2,2005,239900.0,9,2020-09-05,9,2020,28,0,4,2,1,0,0,0,0,6011.0,1762.0,1,0,1,1,0.6333333333333333,3.333333333333333,1626,14,2.0,4,1,20,136.15209988649264
del valle,11601 Arrowmound Pass,78617,30.15428352355957,-97.65058135986328,1.98,0,True,True,False,True,False,False,Single Family,0,2003,200000.0,1,2018-12-15,12,2018,16,0,4,1,0,0,0,0,0,6926.0,1326.0,1,0,1,1,1.8333333333333333,3.0,1615,14,2.0,3,1,22,150.82956259426848
del valle,12221 Ferrystone Cv,78617,30.15972137451172,-97.6362762451172,1.98,2,True,True,True,True,False,False,Single Family,2,2010,131679.0,5,2020-08-18,8,2020,54,0,2,2,1,1,0,0,0,10846.0,1655.0,1,0,1,1,1.2333333333333334,3.0,1615,14,3.0,3,2,15,79.56435045317221
del valle,11712 Maybach Dr,78617,30.15768814086914,-97.64641571044922,1.98,2,True,True,True,True,False,False,Single Family,2,2000,200000.0,1,2020-06-02,6,2020,25,0,4,2,3,1,0,1,0,6621.0,1228.0,1,0,1,1,1.4666666666666668,3.0,1615,14,2.0,3,1,25,162.86644951140065
del valle,6004 Arnhem Cv,78617,30.168758392333984,-97.61647033691406,1.98,2,True,True,True,True,False,False,Single Family,2,2009,212000.0,5,2019-02-27,2,2019,26,0,3,2,0,0,0,0,0,10802.0,1752.0,1,0,1,1,0.5666666666666667,3.333333333333333,1626,14,2.0,4,1,16,121.00456621004567
austin,15524 Staked Plains Loop,78717,30.49437522888184,-97.79651641845705,2.21,2,True,True,True,True,False,True,Single Family,2,2007,409000.0,4,2018-12-03,12,2018,31,0,6,3,0,0,0,0,0,9060.0,3233.0,1,0,1,1,1.933333333333333,8.333333333333334,1481,16,4.0,5,2,18,126.50788741107331
austin,15217 Sabal Palm Rd,78724,30.25570678710937,-97.57695770263672,1.98,2,False,True,True,True,False,False,Single Family,2,2006,199000.0,3,2020-12-22,12,2020,21,1,2,2,1,0,0,0,0,7448.0,1511.0,1,0,1,1,2.4333333333333336,2.6666666666666665,1478,13,2.0,3,1,19,131.7008603573792
austin,14004 Chisos Trl,78717,30.49563789367676,-97.7978744506836,2.21,0,True,True,False,True,False,False,Single Family,0,2008,400000.0,2,2020-01-10,1,2020,20,0,3,2,0,0,0,0,0,7666.0,2228.0,1,0,1,1,1.9,8.333333333333334,1481,16,2.0,3,1,17,179.53321364452424
austin,14702 Menifee St,78725,30.233154296875,-97.58731842041016,1.98,2,False,True,True,True,False,False,Single Family,2,1999,240000.0,2,2020-12-31,12,2020,10,0,4,2,2,0,0,0,0,5183.0,1534.0,1,0,1,1,1.8,3.0,1457,13,3.0,3,1,26,156.45371577574969
austin,15303 Lucian St,78725,30.23806571960449,-97.57801818847656,1.98,2,True,True,True,True,False,False,Single Family,2,2013,249900.0,1,2020-12-04,12,2020,35,2,3,2,1,1,0,0,0,7405.0,1738.0,1,0,1,1,1.9666666666666668,3.0,1457,13,2.0,3,1,12,143.78596087456847
austin,14224 Canyon Trl,78717,30.492189407348643,-97.79308319091795,2.21,3,True,True,True,True,False,False,Single Family,3,2010,400000.0,2,2020-04-22,4,2020,21,0,3,3,2,1,0,1,0,12196.8,2630.0,1,0,1,1,2.0333333333333337,8.333333333333334,1481,16,3.0,5,2,15,152.0912547528517
austin,15207 Lucian St,78725,30.238237380981445,-97.57833099365234,1.98,2,True,True,True,True,False,False,Single Family,2,2012,200000.0,1,2018-01-30,1,2018,33,0,5,2,0,0,0,0,0,8145.0,1652.0,1,0,1,1,1.9666666666666668,3.0,1457,13,2.0,3,1,13,121.06537530266344
austin,5509 Bonneville Bnd,78744,30.17614555358887,-97.6981430053711,1.98,2,True,True,True,True,False,False,Single Family,2,2016,287500.0,2,2019-04-18,4,2019,40,0,4,2,0,0,0,0,0,6141.0,1634.0,1,0,1,1,2.9,3.6666666666666665,1532,12,2.0,3,1,9,175.9485924112607
austin,10912 Crosbyton Ln,78717,30.488996505737305,-97.79379272460938,2.21,2,True,True,True,True,False,False,Single Family,2,2013,650000.0,1,2020-03-25,3,2020,1,0,3,3,1,0,0,2,0,8363.0,3047.0,1,0,1,1,3.3000000000000003,7.666666666666668,1259,14,4.0,4,1,12,213.3245815556285
austin,4606 Belfield Ln,78725,30.24176788330078,-97.5790557861328,1.98,0,True,True,False,True,False,False,Single Family,0,2015,196000.0,1,2019-01-10,1,2019,29,0,7,1,0,0,0,0,0,5532.0,1399.0,1,0,1,1,1.9333333333333336,3.0,1457,13,2.0,3,1,10,140.1000714796283
austin,14500 James Vincent Dr,78725,30.231584548950195,-97.5912628173828,1.98,0,True,True,False,True,False,False,Single Family,0,2000,219990.0,1,2019-06-07,6,2019,24,0,4,1,0,1,0,0,0,6229.0,2035.0,1,0,1,1,1.7666666666666666,3.0,1457,13,3.0,3,2,25,108.1031941031941
austin,11928 Aitne Ln,78725,30.2150993347168,-97.63643646240234,1.98,0,True,True,False,True,False,False,Single Family,0,2009,195000.0,1,2019-03-28,3,2019,26,0,4,1,0,0,0,0,0,6751.0,1304.0,1,0,1,1,3.266666666666667,3.0,1457,13,2.0,3,1,16,149.53987730061348
austin,5524 Loma Alta Dr,78744,30.175445556640625,-97.69815826416016,1.98,2,True,True,True,True,False,False,Single Family,2,2016,309999.0,1,2018-03-26,3,2018,31,0,7,2,0,0,0,0,0,7100.0,1907.0,1,0,1,1,2.9,3.6666666666666665,1532,12,3.0,3,2,9,162.55846879916098
austin,10707 Beckwood Dr,78726,30.44289970397949,-97.82464599609376,1.98,2,True,True,True,True,False,False,Single Family,2,1988,427000.0,5,2020-03-04,3,2020,8,0,2,2,2,2,0,1,0,10890.0,2484.0,1,0,1,1,1.2333333333333332,8.0,1275,15,3.0,4,2,37,171.90016103059583
austin,2703 Crownover St,78725,30.22610282897949,-97.59052276611328,1.98,0,True,True,False,True,False,False,Single Family,0,2006,205000.0,2,2018-01-25,1,2018,24,0,6,1,0,0,0,0,0,4399.0,2088.0,1,0,1,1,1.9,3.0,1457,13,3.0,4,1,19,98.1800766283525
austin,11429 Running Brush Ln,78717,30.494144439697266,-97.79753112792967,2.21,0,True,True,False,True,False,True,Single Family,0,2008,344600.0,3,2019-09-05,9,2019,41,0,5,2,2,0,0,2,0,6786.0,2134.0,1,0,1,1,2.0,8.333333333333334,1481,16,3.0,3,2,17,161.48078725398312
austin,7212 Garnet Mill Ln,78744,30.16147994995117,-97.72125244140624,1.98,2,True,True,True,True,False,False,Single Family,2,2015,399900.0,1,2020-06-26,6,2020,40,0,4,2,1,4,0,0,0,8537.0,2629.0,1,0,1,1,3.1333333333333333,3.6666666666666665,1532,12,3.0,3,1,10,152.11106884747053
austin,10700 Mcfarlie Cv,78750,30.42639350891113,-97.79273223876952,1.98,2,False,True,True,True,True,False,Single Family,2,1991,648000.0,6,2020-11-30,11,2020,50,0,6,2,2,2,0,0,0,11325.6,2567.0,1,0,1,1,1.1666666666666667,9.0,1616,16,3.0,4,2,34,252.43474873393066
austin,2521 Elara Dr,78725,30.213117599487305,-97.63728332519533,1.98,0,True,True,False,True,False,False,Single Family,0,2009,186500.0,1,2018-02-01,2,2018,6,0,3,1,0,0,0,0,0,7797.0,1420.0,1,0,1,1,3.3000000000000003,3.0,1457,13,2.0,3,1,16,131.33802816901408
austin,804 Hatton Hill Ct,78725,30.23823547363281,-97.58043670654295,1.98,2,True,True,True,True,False,False,Single Family,2,2015,219000.0,1,2020-04-03,4,2020,28,0,5,2,1,1,0,0,0,4617.0,1267.0,1,0,1,1,1.9,3.0,1457,13,2.0,3,1,10,172.8492501973165
austin,3100 Caleb Dr,78725,30.22929382324219,-97.59007263183594,1.98,0,True,True,False,True,False,False,Single Family,0,2004,179900.0,1,2018-03-22,3,2018,25,0,0,1,0,0,0,0,0,5924.0,1194.0,1,0,1,1,1.8333333333333333,3.0,1457,13,2.0,3,1,21,150.67001675041877
austin,13500 Hymeadow Cir,78729,30.4632568359375,-97.78580474853516,2.21,0,True,True,False,True,False,False,Single Family,0,2011,405000.0,1,2020-02-18,2,2020,28,0,3,2,2,1,0,1,0,5619.0,2142.0,1,0,1,1,2.3000000000000003,6.0,1228,14,2.0,3,1,14,189.07563025210084
austin,2312 Elara Dr,78725,30.21501922607422,-97.63804626464844,1.98,0,True,True,False,True,False,False,Single Family,0,2014,194098.0,1,2019-03-06,3,2019,9,0,5,1,0,0,0,0,0,5445.0,1296.0,1,0,1,1,3.333333333333333,3.0,1457,13,2.0,3,1,11,149.76697530864197
austin,5708 Roderick Dr,78724,30.25937271118164,-97.58674621582033,1.98,1,True,True,True,True,False,False,Single Family,1,2018,255700.0,2,2019-04-05,4,2019,22,0,3,2,0,0,0,0,0,6098.0,2570.0,1,0,1,1,2.2,2.6666666666666665,1478,13,3.0,4,2,7,99.49416342412451
austin,10701 Beckwood Dr,78726,30.442386627197266,-97.8249969482422,1.98,0,True,True,False,True,False,False,Single Family,0,1989,495000.0,1,2019-06-07,6,2019,1,0,3,1,0,0,0,0,0,9147.0,3140.0,1,0,1,1,1.2333333333333334,8.0,1275,15,3.0,5,2,36,157.64331210191082
austin,5504 Loma Alta Dr,78744,30.17613220214844,-97.6977310180664,1.98,2,True,True,True,True,False,False,Single Family,2,2016,325000.0,4,2020-08-18,8,2020,67,0,4,2,1,1,0,1,0,6141.0,2068.0,1,0,1,1,2.9,3.6666666666666665,1532,12,3.0,4,2,9,157.1566731141199
austin,15101 Nordyke Ln,78725,30.23895072937012,-97.58032989501952,1.98,2,True,True,True,True,False,True,Single Family,2,2006,198500.0,4,2020-04-13,4,2020,27,0,5,2,1,1,0,0,0,5749.0,1807.0,1,0,1,1,1.8666666666666665,3.0,1457,13,2.0,4,1,19,109.85058107360265
austin,10615 Beckwood Dr,78726,30.442228317260746,-97.82511138916016,1.98,2,True,True,True,True,False,True,Single Family,2,1990,485000.0,1,2020-10-30,10,2020,60,0,5,2,1,1,0,0,0,8624.0,2956.0,1,0,1,1,1.2333333333333334,8.0,1275,15,3.0,5,1,35,164.07307171853856
austin,12100 Wickline Way,78717,30.49202919006348,-97.79917907714844,2.21,2,True,True,True,True,False,False,Single Family,2,2016,440000.0,1,2020-05-15,5,2020,31,0,4,3,1,2,0,1,0,5536.0,2595.0,1,0,1,1,2.1,8.333333333333334,1481,16,3.0,5,2,9,169.55684007707129
austin,2525 Elara Dr,78725,30.21296501159668,-97.63726806640624,1.98,0,True,True,False,True,False,False,Single Family,0,2010,225000.0,2,2019-02-01,2,2019,19,0,5,1,0,0,0,0,0,9626.0,1420.0,1,0,1,1,3.3000000000000003,3.0,1457,13,2.0,3,1,15,158.45070422535213
austin,4010 Louise Lee Dr,78725,30.24004554748535,-97.5873565673828,1.98,2,True,True,True,True,False,True,Single Family,2,2003,207900.0,4,2018-07-04,7,2018,26,0,2,2,0,0,0,0,0,5314.0,1929.0,1,0,1,1,1.633333333333333,3.0,1457,13,2.0,3,1,22,107.7760497667185
austin,10714 Fountainbleu Cir,78750,30.433971405029297,-97.8055191040039,1.98,2,True,True,True,True,True,False,Single Family,2,1976,575000.0,1,2021-01-08,1,2021,23,0,4,2,1,0,0,0,0,14810.4,2170.0,0,1,1,1,1.2,8.666666666666666,1632,16,2.0,4,1,49,264.9769585253456
austin,4015 Ayala Dr,78725,30.237213134765625,-97.58354949951172,1.98,0,True,True,False,True,False,False,Single Family,0,1996,200000.0,1,2019-09-24,9,2019,30,0,2,1,0,1,0,0,0,6969.0,1592.0,1,0,1,1,1.7666666666666666,3.0,1457,13,3.0,3,2,29,125.62814070351759
austin,7912 Annalise Dr,78744,30.17658805847168,-97.69738006591795,1.98,0,True,True,False,True,False,False,Single Family,0,2016,275000.0,1,2020-02-10,2,2020,40,0,4,1,0,0,0,1,0,5488.0,1449.0,1,0,1,1,2.9,3.6666666666666665,1532,12,2.0,3,1,9,189.78605935127675
austin,14611 Highsmith St,78725,30.23699188232422,-97.58533477783205,1.98,0,True,True,False,True,False,False,Single Family,0,1997,199999.0,4,2019-08-23,8,2019,18,0,3,1,1,0,0,0,0,5227.0,1335.0,1,0,1,1,1.7333333333333334,3.0,1457,13,2.0,3,1,28,149.8119850187266
austin,12011 Clayton Creek Ave,78725,30.22005844116211,-97.63460540771484,1.98,2,True,True,True,True,False,False,Single Family,2,2020,268729.0,5,2020-06-29,6,2020,1,0,3,1,0,1,0,1,0,4800.0,1514.0,1,0,1,1,3.1333333333333333,3.0,1457,13,2.0,3,1,5,177.49603698811097
austin,10701 Copper Basin Cv,78717,30.4880485534668,-97.79401397705078,2.21,0,True,True,False,True,False,False,Single Family,0,2013,625000.0,1,2019-07-22,7,2019,30,0,2,2,1,0,0,0,0,15681.6,3111.0,1,0,1,1,3.266666666666667,7.666666666666668,1259,14,3.0,4,1,12,200.90003214400514
austin,11204 Tanya Trl,78726,30.443117141723643,-97.8240737915039,1.98,4,True,True,True,True,False,False,Single Family,4,1989,435000.0,7,2020-07-24,7,2020,65,0,2,2,2,0,0,2,0,8973.0,3113.0,1,0,1,1,1.2,8.0,1275,15,3.0,4,2,36,139.73658849983937
austin,8016 Annalise Dr,78744,30.17620658874512,-97.696533203125,1.98,0,True,True,False,True,False,False,Single Family,0,2016,285000.0,2,2018-12-21,12,2018,1,0,4,1,0,0,0,0,0,5662.0,1973.0,1,0,1,1,2.9,3.6666666666666665,1532,12,3.0,3,2,9,144.45007602635582
austin,5602 Wolf Ct,78731,30.352840423583984,-97.79354858398438,1.98,0,True,True,False,True,False,False,Townhouse,0,1995,399900.0,1,2019-01-31,1,2019,26,0,3,1,0,0,0,0,0,3963.0,1487.0,1,0,1,1,3.4,7.0,1177,16,2.0,2,1,30,268.9307330195023
austin,809 Silver Wing Dr,78725,30.23677062988281,-97.58175659179688,1.98,0,True,True,False,True,False,False,Single Family,0,2016,215000.0,1,2019-08-16,8,2019,27,0,3,1,0,0,0,0,0,5749.0,1370.0,1,0,1,1,1.8333333333333333,3.0,1457,13,2.0,3,1,9,156.93430656934308
austin,12709 Cloud Mountain Xing,78726,30.42306327819824,-97.86306762695312,1.98,2,True,True,True,True,False,False,Single Family,2,2000,519500.0,3,2020-11-04,11,2020,67,0,2,2,1,3,0,0,0,7666.0,3055.0,1,0,1,1,2.1,7.0,1277,16,4.0,4,2,25,170.04909983633388
austin,9621 Solana Vista Loop #B,78750,30.39213752746582,-97.826904296875,1.98,0,True,True,False,True,False,False,Townhouse,0,2010,450000.0,1,2018-08-16,8,2018,14,0,2,1,0,0,0,0,0,6368.0,2283.0,1,0,1,1,0.6000000000000001,7.0,1381,16,3.0,4,2,15,197.1090670170828
austin,11100 Amesite Trl,78726,30.43273162841797,-97.8270034790039,1.98,0,True,True,False,True,False,False,Single Family,0,1995,463700.0,1,2018-10-02,10,2018,37,0,2,1,0,0,0,0,0,9539.0,3115.0,1,0,1,1,1.5333333333333332,8.0,1275,15,3.0,4,2,30,148.86035313001605
austin,14304 Rosseau St,78725,30.24313545227051,-97.58552551269533,1.98,2,True,True,True,True,False,False,Single Family,2,1987,209900.0,1,2020-03-03,3,2020,23,0,7,2,0,0,0,1,0,5558.0,1419.0,1,0,1,1,1.6666666666666667,3.0,1457,13,2.0,3,1,38,147.92107117688514
austin,12008 Thyone Dr,78725,30.21564483642578,-97.63555145263672,1.98,2,True,True,True,True,False,False,Single Family,2,2014,229900.0,1,2020-06-29,6,2020,32,0,2,2,1,1,0,0,0,4573.0,1936.0,1,0,1,1,3.2000000000000006,3.0,1457,13,3.0,4,2,11,118.75
austin,12726 Cloud Mountain Xing,78726,30.42333984375,-97.86441040039062,1.98,2,True,True,True,True,False,True,Single Family,2,2001,549900.0,1,2018-08-24,8,2018,38,0,3,2,0,0,0,0,0,10105.0,3794.0,1,0,1,1,2.1333333333333333,7.0,1277,16,4.0,4,2,24,144.93937796520822
austin,7003 Jester Blvd,78750,30.375999450683604,-97.7984848022461,1.98,0,True,True,False,True,False,False,Single Family,0,1983,690000.0,3,2019-01-19,1,2019,36,0,5,1,0,0,0,0,0,10367.0,2967.0,1,0,1,1,2.9333333333333336,7.0,1523,17,3.0,4,2,42,232.5581395348837
austin,10704 Copper Basin Cv,78717,30.48835182189941,-97.7944564819336,2.21,0,True,True,False,True,False,False,Single Family,0,2014,584900.0,1,2019-03-18,3,2019,43,0,3,2,0,0,0,0,0,7501.0,3787.0,1,0,1,1,3.2999999999999994,7.666666666666668,1259,14,4.0,5,2,11,154.44943226828624
pflugerville,1008 Bethel Way,78660,30.43100929260254,-97.66204071044922,1.98,2,True,True,True,True,False,False,Single Family,2,2011,287500.0,3,2018-06-30,6,2018,47,0,3,2,0,0,0,0,0,7623.0,2314.0,1,0,1,1,1.3333333333333333,2.6666666666666665,1063,14,3.0,5,1,14,124.2437337942956
austin,11902 Arch Hill Dr,78750,30.44328117370605,-97.79827880859376,1.98,0,True,True,False,True,False,False,Single Family,0,1977,599800.0,2,2019-09-30,9,2019,40,0,7,1,2,1,0,1,0,11325.6,2753.0,0,1,1,1,0.8333333333333334,8.666666666666666,1632,16,3.0,5,1,48,217.87141300399563
austin,5229 Bonneville Bnd,78744,30.178211212158203,-97.6968231201172,1.98,0,True,True,False,True,False,False,Single Family,0,2016,325000.0,1,2018-09-12,9,2018,22,0,4,1,0,0,0,0,0,6185.0,2068.0,1,0,1,1,2.9,3.6666666666666665,1532,12,3.0,4,2,9,157.1566731141199
austin,14904 Mistletoe Heights Dr,78717,30.500444412231445,-97.79090881347656,2.21,2,True,True,True,True,False,False,Single Family,2,2006,350000.0,2,2020-08-26,8,2020,27,0,4,3,1,1,0,1,0,5140.0,1791.0,1,0,1,1,1.6333333333333335,8.333333333333334,1481,16,3.0,3,2,19,195.4215522054718
austin,12704 Cloud Mountain Xing,78726,30.423627853393555,-97.86334991455078,1.98,0,True,True,False,True,False,False,Single Family,0,2001,574900.0,1,2018-03-01,3,2018,1,0,3,1,0,0,0,0,0,11325.6,3338.0,1,0,1,1,2.1333333333333333,7.0,1277,16,4.0,4,2,24,172.22887956860396
austin,9413 Solana Vista Loop #B,78750,30.393047332763672,-97.82636260986328,1.98,2,True,True,True,True,False,False,Condo,2,2013,374000.0,3,2019-04-22,4,2019,25,0,3,2,0,0,0,0,0,6368.0,2283.0,1,0,1,1,0.6,7.0,1381,16,3.0,4,2,12,163.81953569864214
austin,4617 Cleto St,78725,30.24139213562012,-97.57658386230467,1.98,0,True,True,False,True,False,False,Single Family,0,2017,205000.0,2,2019-09-20,9,2019,22,0,3,1,0,0,0,1,0,7274.0,1225.0,1,0,1,1,2.0333333333333337,3.0,1457,13,2.0,3,1,8,167.3469387755102
austin,8225 Phantom Canyon Dr,78726,30.425716400146484,-97.8606414794922,1.98,2,True,True,True,True,False,False,Single Family,2,2002,425000.0,3,2020-09-01,9,2020,120,0,3,2,1,2,0,1,0,9670.0,2864.0,1,0,1,1,2.066666666666667,7.0,1277,16,3.0,5,1,23,148.39385474860336
austin,5706 Eagle Clfs,78731,30.3537712097168,-97.79362487792967,1.98,0,True,True,False,True,False,False,Single Family,0,1984,425000.0,1,2019-07-17,7,2019,1,0,7,1,0,2,0,1,0,3920.0,1573.0,1,0,1,1,3.4333333333333336,7.0,1177,16,2.0,3,1,41,270.184361093452
austin,9008 Scotsman Dr,78750,30.42850685119629,-97.79425048828124,1.98,2,True,True,True,True,False,True,Single Family,2,1988,684000.0,3,2020-10-05,10,2020,55,0,3,2,1,1,0,0,0,10454.0,2656.0,1,0,1,1,1.2,9.0,1616,16,3.0,4,2,37,257.5301204819277
austin,10512 Dunham Forest Rd,78717,30.493675231933604,-97.7860107421875,2.21,2,True,True,True,True,False,True,Single Family,2,2002,359965.0,1,2020-07-15,7,2020,40,0,4,3,2,1,0,1,0,5140.0,1975.0,1,0,1,1,2.0,8.333333333333334,1481,16,3.0,4,2,23,182.2607594936709
austin,4602 Sherwyn Dr,78725,30.28166007995605,-97.66173553466795,1.98,0,False,True,False,True,False,False,Single Family,0,1971,120000.0,7,2018-06-25,6,2018,23,0,1,1,0,0,0,0,0,9452.0,1745.0,1,0,1,1,2.4666666666666663,3.6666666666666665,480,14,2.0,4,1,54,68.76790830945559
pflugerville,1012 Bethel Way,78660,30.431062698364247,-97.66221618652344,1.98,0,True,True,False,True,False,False,Single Family,0,2011,225000.0,5,2018-10-12,10,2018,34,0,4,1,0,0,0,0,0,8276.0,1375.0,1,0,1,1,1.3333333333333333,2.6666666666666665,1063,14,2.0,3,1,14,163.63636363636363
austin,7716 Barbary Ct,78744,30.16103935241699,-97.71595001220705,1.98,0,True,True,False,True,False,False,Single Family,0,2017,388990.0,3,2018-10-31,10,2018,5,0,4,1,0,0,0,0,0,6969.0,2502.0,1,0,1,1,3.1,3.6666666666666665,1532,12,3.0,4,1,8,155.47162270183853
austin,7601 Almond Cv,78750,30.38071632385254,-97.78955841064452,1.98,2,True,True,True,True,True,True,Single Family,2,1989,795000.0,2,2020-07-10,7,2020,37,0,7,2,0,1,0,1,0,15245.999999999998,2700.0,1,0,1,1,2.5,7.0,1523,17,3.0,4,2,36,294.44444444444446
austin,15013 Roody Ln,78725,30.236482620239247,-97.58241271972656,1.98,4,True,True,True,True,False,False,Single Family,4,2016,218800.0,2,2019-05-10,5,2019,44,0,3,2,0,0,0,0,0,5706.0,1480.0,1,0,1,1,1.8333333333333333,3.0,1457,13,2.0,3,1,9,147.83783783783784
austin,Esper Ln,78725,30.2393798828125,-97.57323455810548,1.98,0,True,True,False,True,False,False,Condo,0,2015,200000.0,1,2019-12-05,12,2019,24,0,3,1,2,1,0,0,0,6194.0,1321.0,1,0,1,1,2.2333333333333334,3.0,1457,13,3.0,3,2,10,151.4004542013626
austin,11104 Crossland Dr,78726,30.44245338439941,-97.82276916503906,1.98,0,True,True,False,True,False,False,Single Family,0,1989,368500.0,2,2018-03-27,3,2018,19,0,0,1,0,0,0,0,0,7230.0,2267.0,1,0,1,1,1.2,8.0,1275,15,2.0,4,1,36,162.54962505513896
austin,6217 Seville Dr,78724,30.29319190979004,-97.6419677734375,1.98,2,True,True,True,True,False,True,Single Family,2,2018,454500.0,1,2020-10-19,10,2020,44,0,1,2,2,2,0,1,0,5749.0,2508.0,1,0,1,2,2.9333333333333336,3.6666666666666665,1085,11,3.0,3,1,7,181.2200956937799
pflugerville,1101 Cadence Dr,78660,30.41343116760254,-97.6442642211914,1.98,2,True,True,True,True,False,False,Single Family,2,2017,285000.0,1,2020-07-02,7,2020,26,0,3,2,0,1,0,0,0,12196.8,1791.0,1,0,1,1,1.2,3.6666666666666665,1051,12,2.0,3,1,8,159.1289782244556
austin,14310 Cottingham Dr,78725,30.23320579528809,-97.5913543701172,1.98,0,True,True,False,True,False,False,Single Family,0,2010,199000.0,2,2020-02-11,2,2020,19,0,3,1,0,0,0,0,0,4007.0,1268.0,1,0,1,1,1.7333333333333334,3.0,1457,13,2.0,3,1,15,156.94006309148264
austin,14017 Genesee Trl,78717,30.48777961730957,-97.7927703857422,2.21,0,True,True,False,True,False,False,Single Family,0,2014,622800.0,1,2018-12-31,12,2018,36,0,3,2,0,0,0,0,0,7187.0,2903.0,1,0,1,1,3.266666666666667,7.666666666666668,1259,14,3.0,3,1,11,214.5366861867034
